InvoiceNo,Quantity,UnitPrice,CustomerID,TotalPrice,Year,Month,Day,Weekday,Cluster
1691,31,385.0025645143336,1014,11935.07949994434,2012,9,23,1,3
1931,74,68.56523259314183,1056,5073.827211892495,2010,7,12,2,3
8910,26,220.7934975583068,1099,5740.630936515977,2012,1,1,0,3
7382,86,351.4844963129144,1013,30227.66668291064,2012,7,3,2,3
4406,76,68.5193919411312,1051,5207.473787525972,2012,6,11,5,3
9339,32,299.3232627874937,1083,9578.3444091998,2010,1,21,1,3
2032,91,399.6773036960359,1035,36370.63463633927,2010,1,11,4,3
2311,97,298.1788992483141,1026,28923.353227086467,2011,12,5,1,3
9579,52,256.2204982394312,1016,13323.465908450424,2011,2,15,0,3
4121,20,419.3114770482175,1089,8386.22954096435,2011,6,27,4,3
2873,40,492.7247546506071,1040,19708.990186024283,2011,12,20,0,3
7781,59,91.4751632252322,1003,5397.034630288699,2012,4,24,4,3
4748,77,345.981824322441,1002,26640.60047282796,2012,4,16,0,3
1277,14,41.24811961542881,1018,577.4736746160033,2010,6,3,1,3
2859,44,22.37767096299964,1040,984.6175223719844,2012,9,8,1,3
6929,86,141.12866614527405,1039,12137.065288493568,2012,1,16,1,3
7792,82,485.488974474913,1057,39810.09590694287,2012,2,16,1,3
5713,48,276.5456300330999,1038,13274.190241588794,2011,8,22,4,3
5675,93,134.86740063375018,1006,12542.668258938767,2010,8,4,6,3
2170,43,67.16046210607443,1035,2887.8998705612007,2011,11,26,3,3
9681,16,460.1715181036547,1082,7362.744289658475,2012,11,27,3,3
6308,35,181.82092435384888,1075,6363.732352384711,2012,6,15,6,3
3462,53,154.04193792311213,1019,8164.222709924943,2010,6,19,2,3
1287,34,429.1237525675036,1075,14590.20758729512,2011,12,26,3,3
6953,3,302.59701302372446,1028,907.7910390711734,2012,8,15,2,3
5282,68,85.14941970917197,1093,5790.160540223694,2010,2,13,1,3
2907,5,211.33375522806668,1083,1056.6687761403334,2012,2,28,0,3
2161,10,464.1873029847482,1067,4641.873029847482,2012,1,10,3,3
1129,52,450.7005837076129,1065,23436.430352795876,2010,6,2,3,3
7337,29,35.98478656943111,1046,1043.558810513502,2010,6,6,1,3
3363,96,135.03798318355848,1093,12963.646385621614,2012,6,17,1,3
9151,31,78.11515961654555,1022,2421.569948112912,2010,11,26,3,3
6983,66,267.37204541491406,1005,17646.554997384326,2012,2,8,1,3
1143,76,375.24167519812886,1017,28518.367315057792,2011,7,16,3,3
9207,91,148.47606236682782,1052,13511.321675381332,2012,3,21,0,3
8469,69,379.2400426152755,1021,26167.56294045401,2010,1,13,5,3
1244,37,334.68907096151486,1067,12383.49562557605,2011,1,23,0,3
1926,27,364.3828824943509,1074,9838.337827347474,2010,9,28,2,3
4178,87,474.1736129380239,1034,41253.10432560808,2012,3,12,3,3
3176,33,212.88131853256468,1074,7025.083511574634,2010,8,16,5,3
6002,68,171.9414442811281,1097,11692.01821111671,2012,10,7,0,3
1886,59,342.2397568577121,1008,20192.14565460501,2010,7,27,5,3
9532,64,403.9710135974173,1030,25854.144870234708,2010,2,10,6,3
4398,85,96.5312005629266,1095,8205.15204784876,2012,2,6,0,3
9497,88,423.55300080656593,1042,37272.6640709778,2011,4,5,6,3
3654,44,29.868393008546608,1098,1314.2092923760508,2012,2,18,6,3
8392,95,4.190482285933758,1074,398.095817163707,2011,5,16,4,3
2371,88,80.05514755368353,1016,7044.85298472415,2011,12,3,5,3
8135,49,489.354926299643,1050,23978.391388682507,2011,10,3,0,3
1320,53,262.25912343127044,1099,13899.733541857331,2011,12,5,2,3
5654,74,24.237138345540576,1065,1793.5482375700026,2012,7,2,0,3
6300,49,498.5906663408068,1023,24430.94265069953,2012,2,27,1,3
7761,66,372.7107161586842,1014,24598.90726647316,2011,9,1,4,3
7854,95,419.1645328996569,1027,39820.630625467405,2011,1,4,3,3
6505,63,107.25732271356163,1002,6757.211330954383,2011,2,10,2,3
7553,25,53.61926768394248,1028,1340.4816920985618,2011,7,13,5,3
5042,4,258.02738641609955,1051,1032.1095456643982,2011,12,3,5,3
8498,51,386.315666456839,1053,19702.09898929879,2011,5,11,0,3
7636,11,319.2525455069303,1057,3511.7780005762334,2010,1,3,3,3
8362,17,315.89860642756736,1044,5370.2763092686455,2011,4,28,0,3
1011,66,378.7909457604716,1076,25000.202420191123,2010,8,10,4,3
1194,70,114.28339195120247,1049,7999.837436584175,2012,5,27,6,3
3537,73,331.0981216236837,1021,24170.16287852891,2012,12,22,3,3
3842,69,196.6632238985433,1051,13569.762448999489,2011,2,28,1,3
3229,84,35.806989174849264,1052,3007.787090687338,2012,9,9,5,3
4009,29,101.86916051544928,1030,2954.2056549480285,2012,1,26,1,3
8984,85,397.20786586324135,1070,33762.66859837552,2011,1,10,5,3
3077,73,448.069418342148,1047,32709.067538976808,2012,10,27,3,3
8845,92,142.1280839526601,1089,13075.783723644729,2012,5,13,1,3
4867,72,95.99010806483535,1030,6911.287780668146,2011,9,18,2,3
5873,95,14.335527618342228,1003,1361.8751237425115,2011,6,21,5,3
9635,20,473.9009969048191,1034,9478.019938096382,2011,5,18,4,3
1297,27,342.2436075925687,1096,9240.577404999354,2010,6,22,2,3
6856,8,478.558022416537,1066,3828.464179332296,2011,6,17,3,3
2015,85,432.0607423023069,1063,36725.16309569609,2012,9,17,2,3
2384,61,170.89282975251345,1082,10424.46261490332,2011,9,25,5,3
9745,28,57.228839831997895,1008,1602.407515295941,2010,5,26,4,3
3350,87,250.02934063520877,1045,21752.55263526316,2012,4,5,4,3
2269,70,14.380085111017836,1082,1006.6059577712484,2010,1,9,5,3
2260,3,75.80839744358137,1055,227.4251923307441,2012,6,12,6,3
8701,69,117.4828818785267,1055,8106.318849618342,2011,7,12,3,3
9376,73,333.1576514760931,1082,24320.5085577548,2010,7,24,5,3
5563,7,255.42885950309395,1025,1788.0020165216577,2011,1,25,2,3
7897,60,151.9073585002861,1059,9114.441510017166,2012,6,25,5,3
6672,4,282.8194311964786,1076,1131.2777247859144,2011,8,24,4,3
6593,5,63.47612179529528,1085,317.3806089764764,2011,3,19,3,3
7155,11,378.09835528248766,1071,4159.081908107364,2012,1,7,5,3
6543,15,356.3055342378889,1087,5344.583013568334,2010,7,20,4,3
8240,64,109.03483516458417,1089,6978.229450533387,2012,4,24,5,3
5683,98,303.5893863323771,1047,29751.759860572954,2012,12,23,0,3
2881,13,252.1479995443217,1057,3277.923994076182,2011,5,12,0,3
9713,7,31.34733961305007,1062,219.4313772913505,2012,2,9,4,3
4809,6,139.79880450123107,1057,838.7928270073864,2010,7,8,3,3
6807,56,499.74186930790233,1002,27985.54468124253,2012,1,19,0,3
5883,64,50.6682948942972,1006,3242.7708732350206,2012,4,21,4,3
8206,50,253.6992422040582,1051,12684.96211020291,2011,8,3,5,3
5155,30,424.817543552674,1061,12744.52630658022,2010,12,11,1,3
5673,22,151.02528462957682,1001,3322.55626185069,2011,7,12,5,3
2409,25,131.09361085788152,1032,3277.340271447038,2011,7,25,2,3
6197,28,445.5057327934716,1011,12474.160518217204,2010,7,17,4,3
8452,84,153.11014354380495,1047,12861.252057679616,2010,12,7,6,3
9718,39,326.0951623151432,1075,12717.711330290584,2012,5,25,0,3
3172,67,370.4161791811603,1052,24817.88400513774,2010,11,3,4,3
1279,5,394.5202569042454,1073,1972.601284521227,2011,12,7,5,3
4977,65,497.3850590161912,1040,32330.028836052432,2010,12,7,6,3
3669,15,401.7928427852403,1090,6026.892641778604,2010,10,27,3,3
8825,90,328.84906628687963,1081,29596.415965819167,2010,3,14,0,3
4981,67,447.8363153217278,1057,30005.03312655576,2011,10,2,3,3
5769,40,452.9665731838348,1067,18118.66292735339,2012,7,16,3,3
6247,98,486.6100623721479,1022,47687.786112470494,2012,8,21,5,3
5427,69,388.4561669737666,1084,26803.475521189896,2011,7,10,3,3
7135,95,98.26873796846732,1035,9335.530107004395,2012,6,14,6,3
6573,77,355.19323836309104,1093,27349.87935395801,2012,9,7,6,3
5131,43,38.48909238026543,1084,1655.0309723514133,2011,11,2,4,3
8189,1,159.66350102978134,1086,159.66350102978134,2011,6,26,0,3
5535,22,58.78794764747615,1020,1293.334848244475,2012,5,10,3,3
3776,62,475.0213608368825,1071,29451.324371886712,2010,11,2,1,3
8697,79,170.03830199995664,1054,13433.025857996576,2012,6,27,2,3
9386,26,356.8946075751816,1055,9279.259796954722,2010,10,13,6,3
1662,18,286.0878994572775,1012,5149.582190230995,2011,4,22,4,3
9671,48,54.648195115511285,1021,2623.113365544542,2010,6,2,1,3
9044,9,281.11087949255784,1006,2529.9979154330204,2010,4,10,6,3
5218,1,330.8507481690116,1023,330.8507481690116,2010,5,14,0,3
6060,9,440.8771113995012,1060,3967.894002595511,2011,6,17,2,3
6874,23,35.97273556715244,1004,827.3729180445062,2012,1,19,6,3
6581,45,148.52135856332345,1049,6683.461135349555,2012,6,12,6,3
3014,2,346.47813101239365,1061,692.9562620247873,2010,6,17,3,3
4789,14,18.131486300034123,1054,253.8408082004777,2012,1,6,1,3
8148,38,102.57317463255798,1025,3897.7806360372033,2011,7,4,1,3
8766,40,110.1165278059294,1009,4404.661112237176,2011,12,2,3,3
3364,63,334.99387997401334,1010,21104.61443836284,2011,10,15,5,3
4629,82,143.69437905824827,1039,11782.939082776358,2011,5,28,5,3
6919,16,300.1982354678185,1010,4803.171767485096,2012,8,23,3,3
6675,93,482.7088748914773,1093,44891.92536490739,2010,5,23,6,3
9872,75,396.8282480186157,1003,29762.118601396174,2010,10,24,1,3
7638,6,167.1184995176085,1001,1002.7109971056512,2010,5,16,0,3
5651,3,236.7275844508428,1076,710.1827533525284,2011,2,12,4,3
1609,14,101.13627714840044,1038,1415.907880077606,2012,4,28,0,3
8940,66,8.844285141421464,1080,583.7228193338166,2012,4,7,0,3
4866,96,145.56798366430428,1022,13974.52643177321,2012,10,13,4,3
1371,95,185.33489699126412,1044,17606.815214170092,2012,10,1,0,3
7998,75,282.6192192863192,1073,21196.441446473946,2012,8,19,2,3
1615,86,472.0892579826012,1076,40599.6761865037,2012,3,13,3,3
7911,67,473.978184462845,1041,31756.53835901061,2010,1,1,1,3
7010,31,35.97905113078509,1041,1115.3505850543377,2011,7,2,4,3
3253,33,307.708194086054,1028,10154.37040483978,2010,9,1,0,3
5942,88,22.1339727930402,1015,1947.7896057875375,2012,6,12,1,3
1864,1,324.3924563330361,1066,324.3924563330361,2011,2,25,5,3
2268,44,59.73382807529815,1099,2628.2884353131185,2011,2,23,2,3
8454,15,473.2550096860281,1059,7098.8251452904215,2011,1,25,0,3
9976,37,432.3050025869457,1003,15995.28509571699,2011,6,24,0,3
5571,27,12.142086446138268,1099,327.8363340457332,2012,8,10,0,3
6229,48,391.2837305044703,1015,18781.61906421457,2012,1,2,2,3
3237,27,318.31266146813493,1040,8594.441859639643,2011,12,1,3,3
5054,12,248.1892261265552,1005,2978.270713518662,2012,1,5,1,3
1935,67,301.7146088894917,1041,20214.878795595945,2011,1,23,6,3
7394,30,339.4467801711056,1056,10183.40340513317,2012,10,2,6,3
8891,96,442.344280304696,1027,42465.05090925082,2011,5,4,0,3
1325,87,383.9114728603299,1099,33400.2981388487,2012,7,23,5,3
8774,66,288.1135318456653,1022,19015.49310181391,2010,4,14,0,3
4861,7,412.4832147117592,1075,2887.3825029823147,2010,1,9,2,3
2985,34,493.4745552952965,1041,16778.13488004008,2012,1,6,2,3
5932,32,150.79082842575406,1094,4825.30650962413,2012,10,23,1,3
5603,39,60.09192631511581,1011,2343.5851262895167,2010,3,24,1,3
3778,96,365.9926820936412,1095,35135.29748098955,2012,5,12,5,3
9832,43,489.3195706225786,1088,21040.74153677088,2011,5,12,0,3
8754,43,59.23625468003133,1063,2547.158951241347,2012,9,24,6,3
5078,78,216.42192174611284,1057,16880.9098961968,2012,9,9,5,3
2367,3,32.071553450675395,1050,96.2146603520262,2010,9,28,5,3
5042,46,388.4894394426241,1028,17870.514214360708,2010,8,15,5,3
3575,32,474.40564914283897,1018,15180.980772570849,2012,11,10,0,3
7754,43,249.99808307154797,1085,10749.917572076562,2011,9,2,0,3
2581,81,205.3510524828344,1087,16633.435251109586,2012,8,23,0,3
2986,3,453.95179260201,1096,1361.85537780603,2011,8,18,0,3
3240,74,67.56080626924118,1099,4999.499663923848,2011,8,7,5,3
4966,63,445.90057142603774,1044,28091.735999840377,2012,8,27,2,3
8604,40,196.6708753978824,1053,7866.835015915294,2011,5,9,6,3
9320,18,280.14379976659075,1079,5042.588395798633,2010,10,20,3,3
6968,67,264.6177604590262,1065,17729.389950754758,2011,3,28,1,3
8493,62,308.3736080308121,1071,19119.16369791035,2011,4,21,2,3
5103,10,471.1195335649945,1012,4711.195335649945,2011,9,21,4,3
3076,52,475.6123891014215,1093,24731.844233273918,2010,7,28,4,3
6231,73,415.7429853146791,1064,30349.23792797157,2010,12,18,4,3
3994,46,96.5804944418619,1011,4442.702744325648,2012,9,3,1,3
4744,55,167.4246458698412,1070,9208.355522841266,2011,11,13,0,3
6594,46,244.42460027701784,1013,11243.53161274282,2010,11,10,4,3
8531,75,452.82500874489017,1041,33961.87565586676,2011,11,17,4,3
8371,60,260.91154709925974,1098,15654.692825955584,2011,7,3,3,3
2644,97,488.74039666973016,1091,47407.81847696383,2012,12,21,2,3
4144,26,491.9367446629387,1075,12790.355361236405,2011,8,9,5,3
1242,27,299.69354547202835,1047,8091.725727744765,2010,12,17,1,3
5085,38,438.8701744343578,1023,16677.066628505596,2012,3,16,1,3
8954,22,499.6121332999256,1064,10991.466932598363,2012,8,6,3,3
8269,26,425.0085424925886,1016,11050.222104807304,2011,4,28,6,3
8130,86,328.79859557994104,1037,28276.679219874928,2011,6,18,4,3
7828,69,422.72162923472695,1027,29167.79241719616,2010,1,28,5,3
9362,35,42.24487583312072,1032,1478.5706541592251,2011,2,6,5,3
9844,66,317.7758374473898,1023,20973.205271527728,2010,7,26,3,3
7331,99,109.04449408526754,1069,10795.404914441488,2011,6,6,0,3
4512,73,58.91576167468634,1084,4300.850602252103,2010,10,17,4,3
2499,51,446.5427549117228,1003,22773.680500497863,2011,12,21,6,3
3158,18,320.18282693526885,1032,5763.29088483484,2012,5,10,5,3
6162,43,122.52972641503992,1009,5268.7782358467175,2010,7,2,1,3
5039,12,194.00436657233416,1035,2328.0523988680097,2012,2,1,5,3
3035,3,486.6649961313425,1076,1459.9949883940276,2012,10,11,2,3
8977,82,431.2288443869347,1099,35360.765239728644,2012,4,25,3,3
1857,7,8.77531595475747,1072,61.42721168330229,2012,5,6,5,3
4823,97,489.9206965710398,1030,47522.30756739086,2010,8,1,5,3
7770,6,184.8962071998822,1003,1109.3772431992934,2011,6,16,5,3
1298,82,348.0136648269765,1083,28537.120515812072,2012,6,26,6,3
8244,45,356.6256057399876,1007,16048.15225829944,2011,5,9,3,3
1923,86,455.93053341780666,1026,39210.02587393137,2010,10,12,1,3
5232,39,442.6453772256037,1035,17263.169711798542,2011,5,9,5,3
5306,51,141.5830661333808,1008,7220.736372802421,2010,1,13,6,3
3799,9,322.1242036645797,1042,2899.1178329812174,2011,12,7,5,3
7578,99,197.4590060415732,1023,19548.441598115747,2010,4,25,4,3
5875,23,263.2463244934001,1036,6054.665463348203,2010,9,1,6,3
6326,12,277.78458419203463,1040,3333.415010304416,2011,2,3,4,3
7582,88,198.77537946968732,1093,17492.233393332488,2012,11,24,4,3
2802,62,232.4831161997729,1025,14413.953204385922,2012,6,3,5,3
3657,73,104.96279169258456,1003,7662.283793558674,2011,2,24,5,3
4346,77,304.21554524747444,1000,23424.596984055534,2012,9,19,5,3
3949,40,379.7209479059376,1019,15188.837916237502,2012,5,4,2,3
1941,54,215.440860857514,1091,11633.806486305755,2010,9,28,6,3
2907,81,488.8623640138303,1044,39597.851485120256,2011,12,12,2,3
5837,7,29.55597729832281,1087,206.8918410882597,2012,10,4,4,3
9105,17,294.99118019186,1091,5014.85006326162,2012,5,21,2,3
2243,50,292.21678594843723,1091,14610.839297421862,2012,12,10,3,3
6696,24,19.111842926963977,1068,458.6842302471355,2011,9,26,6,3
2466,2,113.06051602647128,1095,226.12103205294252,2012,2,27,5,3
4957,99,452.86574924113313,1051,44833.70917487218,2012,11,4,4,3
2966,92,272.7125082599977,1093,25089.55075991979,2012,7,23,2,3
1375,83,218.7565516089724,1063,18156.793783544705,2010,8,11,5,3
1262,33,208.3327263228826,1020,6874.979968655126,2011,3,4,5,3
5362,21,444.1922551780345,1079,9328.037358738724,2012,1,11,3,3
7502,74,184.14855663517133,1071,13626.99319100268,2010,2,17,3,3
8833,53,429.7242643008026,1075,22775.386007942536,2011,10,21,2,3
2893,46,155.28710705541565,1095,7143.206924549119,2010,5,28,4,3
9106,45,266.2204882669189,1024,11979.92197201135,2010,9,24,4,3
2652,9,72.7660649984185,1066,654.8945849857665,2011,5,22,6,3
6540,6,412.6901258094789,1025,2476.140754856873,2012,1,20,2,3
4892,51,368.2514606314091,1099,18780.824492201864,2012,12,20,2,3
1599,35,265.51643867390845,1080,9293.075353586795,2010,1,13,0,3
5815,82,13.924752432007422,1026,1141.8296994246086,2011,2,17,3,3
2912,53,241.14740859691943,1051,12780.812655636732,2011,1,26,4,3
9792,19,113.37306758439816,1062,2154.088284103565,2012,8,13,1,3
9572,69,207.27377364163468,1085,14301.890381272791,2010,2,17,3,3
5213,25,428.3568179404636,1044,10708.92044851159,2012,12,19,5,3
4637,11,385.0320493700157,1057,4235.352543070173,2011,11,20,4,3
6599,74,121.734501844291,1037,9008.353136477534,2011,8,15,5,3
7448,17,492.4917630298497,1034,8372.359971507445,2012,11,4,0,3
9557,36,451.70204263894345,1045,16261.273535001965,2012,5,18,3,3
8382,90,264.8080481237494,1070,23832.724331137448,2011,1,11,3,3
9982,95,265.54500982366875,1002,25226.775933248533,2010,4,9,5,3
4569,96,450.7317165366479,1005,43270.2447875182,2011,12,16,6,3
8707,21,318.4362594111768,1012,6687.161447634712,2010,2,24,4,3
1746,18,268.8075175195237,1045,4838.535315351426,2012,6,3,1,3
9504,60,374.82511331678376,1078,22489.506799007024,2012,5,27,2,3
5633,18,118.31346052010538,1089,2129.642289361897,2010,12,18,1,3
1920,1,439.3103324281041,1032,439.3103324281041,2011,9,17,5,3
8008,14,266.1762049636191,1078,3726.466869490668,2011,12,10,6,3
3381,8,302.1461481908787,1061,2417.1691855270296,2010,3,25,6,3
4618,66,45.881991756162414,1062,3028.2114559067195,2010,5,5,0,3
9989,51,155.44497042235358,1055,7927.693491540032,2010,10,24,3,3
5443,79,213.94093299937515,1038,16901.333706950638,2010,7,15,5,3
1272,60,207.5408521945737,1059,12452.451131674425,2011,9,20,6,3
2773,34,389.36389872305045,1077,13238.372556583716,2012,3,18,5,3
3547,36,141.878876347514,1082,5107.639548510504,2011,4,5,6,3
4164,62,91.87252190918994,1091,5696.096358369777,2010,1,24,4,3
5780,1,291.7260084796644,1023,291.7260084796644,2011,2,15,3,3
1946,85,307.8924143251742,1049,26170.855217639804,2010,3,6,2,3
1506,42,61.6700702360342,1032,2590.1429499134365,2010,10,8,1,3
7719,1,2.2317829900119994,1075,2.2317829900119994,2010,7,27,1,3
9435,96,458.9068909309076,1073,44055.06152936713,2010,7,3,0,3
9697,84,40.73886155955369,1006,3422.06437100251,2011,1,5,4,3
7360,54,449.03559903905807,1045,24247.922348109136,2010,9,18,2,3
8657,47,200.20822231881917,1061,9409.7864489845,2011,3,28,6,3
4590,39,326.8748980895385,1000,12748.121025492,2011,3,15,5,3
2192,30,93.62173066249171,1078,2808.651919874752,2012,2,27,2,3
2464,7,412.13459688591706,1064,2884.94217820142,2011,3,12,4,3
1390,22,90.91650006303728,1044,2000.16300138682,2012,6,19,6,3
6615,50,193.86806500913843,1083,9693.403250456922,2012,10,7,0,3
7106,45,119.77486396093236,1054,5389.868878241957,2012,4,1,5,3
9864,74,418.9154728857815,1065,30999.74499354783,2011,2,24,2,3
3560,72,429.3095710107908,1066,30910.28911277694,2012,8,21,0,3
6867,91,186.6424157957454,1099,16984.45983741283,2010,1,2,6,3
2211,10,154.38185703113254,1079,1543.8185703113254,2011,10,19,4,3
2539,14,387.0091222223874,1053,5418.127711113424,2010,8,13,4,3
1643,46,439.3774739338143,1092,20211.36380095546,2011,2,20,4,3
9693,75,312.38597706291785,1099,23428.94827971884,2012,9,18,2,3
9921,6,463.77443418882257,1062,2782.6466051329357,2012,4,10,4,3
2283,21,192.1388626121917,1053,4034.9161148560256,2011,4,13,2,3
8680,62,76.79131460666376,1051,4761.061505613153,2012,7,5,0,3
8345,97,90.64184817620364,1053,8792.259273091753,2010,3,23,3,3
5386,19,335.2461441963128,1066,6369.676739729943,2010,12,13,0,3
1919,88,204.35568511622964,1036,17983.30029022821,2012,12,9,6,3
3339,82,79.00098457256703,1011,6478.080734950497,2011,10,1,2,3
9947,99,146.82120059690033,1058,14535.298859093133,2011,3,26,6,3
6930,62,265.77193094434153,1019,16477.859718549174,2010,4,22,1,3
6402,83,61.60118821410608,1086,5112.898621770804,2012,10,6,1,3
6663,53,2.7178069732604566,1085,144.0437695828042,2012,3,1,5,3
6275,24,458.7317257003107,1031,11009.561416807455,2010,10,18,3,3
1507,56,153.12573419826478,1070,8575.041115102827,2011,8,27,4,3
2436,62,111.52757452615016,1085,6914.70962062131,2012,9,16,0,3
9750,34,349.54192405436623,1043,11884.425417848452,2011,5,8,0,3
8354,22,426.8479583682583,1065,9390.65508410168,2011,12,6,2,3
5516,68,316.5071049044185,1077,21522.48313350046,2010,3,13,5,3
4622,57,127.98689429516728,1054,7295.252974824534,2011,7,17,3,3
5399,10,430.9566750538,1015,4309.566750538001,2010,3,26,4,3
6037,66,255.70317086748244,1087,16876.409277253842,2012,6,13,3,3
9111,8,191.2142106771632,1070,1529.7136854173054,2011,11,10,6,3
4715,97,302.758333696854,1067,29367.55836859484,2010,4,27,1,3
8837,38,350.6054995955199,1051,13323.008984629756,2010,7,6,5,3
2301,62,297.321107183456,1036,18433.90864537427,2011,6,26,3,3
8370,28,460.2024774156801,1045,12885.669367639042,2010,12,23,6,3
6185,10,314.3808851935278,1040,3143.8088519352777,2012,7,18,4,3
3155,45,439.4117756001627,1004,19773.52990200732,2011,12,27,5,3
7411,65,293.89225914178286,1065,19102.99684421589,2012,12,20,4,3
7365,98,165.51010729133233,1004,16219.990514550567,2010,4,23,0,3
1692,67,266.6161119241145,1062,17863.27949891567,2012,12,13,0,3
2478,9,44.08200813614968,1002,396.7380732253472,2010,12,27,4,3
7396,5,115.85714231400136,1007,579.2857115700067,2010,11,15,0,3
9448,10,383.3495994396546,1025,3833.4959943965455,2012,6,6,0,3
1441,12,331.07632973152863,1073,3972.915956778344,2011,10,11,0,3
3646,82,84.09283655639682,1097,6895.612597624539,2011,7,8,6,3
6209,58,219.5695729527825,1099,12735.035231261383,2011,10,14,4,3
7533,21,71.85411075919463,1052,1508.9363259430872,2012,8,13,0,3
5677,21,428.053110330613,1075,8989.115316942874,2012,10,22,1,3
8211,65,55.47568117539014,1083,3605.919276400359,2012,9,2,5,3
3645,3,327.46326338340697,1028,982.389790150221,2012,3,1,4,3
9210,69,303.89300048810645,1013,20968.617033679344,2011,5,5,3,3
8933,89,236.91554617777808,1004,21085.483609822248,2011,12,11,5,3
6476,64,139.83907670940675,1026,8949.700909402032,2010,10,10,6,3
8928,49,202.57429349652168,1067,9926.140381329562,2012,3,12,6,3
3080,72,403.38925893006245,1028,29044.026642964494,2011,5,10,2,3
7089,17,381.01385695750514,1002,6477.235568277587,2011,2,9,5,3
8396,73,369.6657484654071,1096,26985.59963797472,2011,3,2,6,3
8797,32,375.1619685961678,1029,12005.18299507737,2011,7,23,2,3
1861,70,72.79930080331422,1099,5095.951056231996,2011,8,25,1,3
9346,21,50.44912873085339,1008,1059.4317033479213,2011,5,4,4,3
4494,7,430.887812804157,1000,3016.214689629099,2012,3,4,3,3
1904,7,418.7501106018775,1022,2931.2507742131424,2010,4,26,4,3
2269,27,340.97783371913533,1066,9206.401510416654,2010,3,21,3,3
1404,8,303.3469669124536,1031,2426.7757352996286,2012,3,6,3,3
2184,73,184.06898153471184,1087,13437.035652033965,2011,9,12,4,3
9938,28,112.81721319742364,1005,3158.8819695278617,2012,4,7,5,3
2725,79,334.1605624271884,1076,26398.684431747883,2011,6,25,0,3
9462,66,456.60428440315593,1048,30135.88277060829,2011,3,22,2,3
6811,71,219.06129129333684,1014,15553.351681826916,2011,8,19,0,3
6606,47,152.30302264122886,1057,7158.242064137757,2011,12,2,2,3
4956,82,136.10016493125607,1052,11160.213524362998,2011,11,22,0,3
1171,86,12.828916206974563,1029,1103.2867937998124,2012,4,25,4,3
9465,10,260.63804437483867,1075,2606.380443748387,2012,8,19,4,3
3306,33,494.1297788975609,1039,16306.28270361951,2010,2,4,3,3
1421,7,407.80362035352186,1058,2854.625342474653,2011,9,3,1,3
6540,3,448.83988436446384,1062,1346.5196530933915,2012,2,23,4,3
5675,14,310.9608840414775,1047,4353.452376580685,2012,3,4,2,3
7748,44,241.24175883089268,1098,10614.637388559278,2011,3,28,3,3
7103,46,495.238046694472,1091,22780.95014794571,2011,5,14,2,3
2473,61,224.13389320878463,1067,13672.167485735865,2012,3,6,0,3
4243,36,458.4984572810099,1006,16505.944462116357,2011,12,6,1,3
3181,13,381.1605595830837,1046,4955.087274580089,2012,8,9,4,3
4096,16,166.15823419378827,1042,2658.5317471006124,2010,10,5,0,3
7646,80,252.02802944323952,1015,20162.24235545916,2011,7,7,3,3
6882,5,192.78028166008696,1021,963.9014083004348,2010,11,13,2,3
6982,89,68.9754138088165,1062,6138.811828984668,2010,1,1,5,3
6798,38,179.0265241995343,1045,6803.007919582303,2010,6,24,6,3
9415,50,444.5974692557671,1044,22229.87346278836,2011,2,2,1,3
9411,38,376.56520698918496,1040,14309.477865589028,2010,8,20,4,3
9456,56,139.51295607652935,1024,7812.725540285644,2012,10,10,2,3
5524,63,184.58874323567164,1049,11629.090823847311,2012,8,23,4,3
7559,48,308.6005275802544,1066,14812.82532385221,2011,7,28,4,3
8620,90,208.6537676892352,1051,18778.83909203117,2011,8,6,2,3
3774,59,252.0190140659169,1085,14869.121829889098,2010,1,4,4,3
6673,77,349.3860371368952,1030,26902.72485954093,2011,8,8,3,3
4124,44,234.1581732238664,1036,10302.95962185012,2012,1,14,1,3
9671,90,96.2939250439307,1021,8666.453253953763,2012,3,16,0,3
2353,55,260.7663947200998,1026,14342.15170960549,2012,4,15,1,3
4854,55,178.70299687832912,1001,9828.6648283081,2011,3,13,0,3
9134,1,146.07638000085268,1021,146.07638000085268,2012,12,12,3,3
1924,8,164.726171992153,1052,1317.809375937224,2011,2,7,1,3
3170,4,220.06210652751284,1016,880.2484261100514,2010,11,15,3,3
6506,85,443.4199582929389,1055,37690.69645489981,2012,11,6,2,3
3395,86,367.2944950607699,1083,31587.32657522621,2010,3,21,0,3
9220,53,334.2730873121796,1087,17716.473627545518,2012,9,21,2,3
9226,58,236.158845229985,1030,13697.213023339127,2012,12,14,2,3
6515,37,1.913143627692032,1042,70.78631422460518,2012,2,27,1,3
3670,49,170.93480500810657,1071,8375.805445397222,2010,5,15,4,3
4365,67,406.7828279497573,1052,27254.44947263374,2012,3,23,6,3
1588,19,194.6972838493521,1004,3699.24839313769,2010,9,11,4,3
4138,1,282.34574340875264,1001,282.34574340875264,2011,7,22,3,3
7663,29,103.16516835720132,1058,2991.789882358838,2012,10,4,1,3
5086,87,458.0130131810496,1003,39847.13214675132,2012,12,23,2,3
9531,33,461.6620474327962,1098,15234.847565282274,2010,12,5,5,3
5270,52,73.88912159521855,1033,3842.234322951365,2012,3,23,3,3
7019,41,362.3553156539597,1066,14856.567941812347,2011,2,23,2,3
1556,23,38.54401536820458,1083,886.5123534687054,2012,12,27,3,3
